name,rating,reviews,category,hq,no_of_branches,salary,no_of_interviews,jobs
Roulunds Braking,3.7,184,Auto Components ,Sonipat,7,762,21,--
Teachers Insurance and Annuity Association of America,3.8,184,,Pune,4,1.7k,5,--
Ts Tech Sun India,4.2,184,Automobile ,Neemrana,11,683,14,3
Colorbar Cosmetics,4.1,184,Beauty & Personal Care ,New Delhi,35,520,11,3
KNR Constructions,4.2,184,Engineering & Construction ,Hyderabad / Secunderabad,39,718,7,1
Abellon Clean Energy,3.2,184,Other ,Ahmedabad,20,887,4,4
Kama Ayurveda,3.9,184,Beauty & Personal Care ,New Delhi,30,723,17,1
The Mission Hospital,3.8,184,Healthcare ,Durgapur,23,710,5,10
Sistema Shyam Teleservices,4.9,183,Telecom ,Gurgaon / Gurugram,43,247,--,--
Hyundai Heavy Industries,4.0,183,,Pune,18,373,9,--
Advids,3.6,183,Marketing & Advertising ,Pune,12,316,11,--
Izmo,3.3,183,IT Services & Consulting ,Bangalore / Bengaluru,5,792,14,9
iVenus,3.9,183,Retail ,Surat,22,351,9,20
Parker Hannifin,3.7,182,Defence & Aerospace ,Chennai,14,929,6,1
Vinculum Solutions,3.0,183,IT Services & Consulting ,Noida,5,1.4k,14,6
DSM Infocom,2.8,183,IT Services & Consulting ,Mumbai,38,445,6,--
Ishan Technologies,3.7,183,Internet ,Ahmedabad,35,698,16,15
Jasmin Infotech,3.9,183,Hardware & Networking ,Chennai,2,1.4k,14,--
Black & Veatch,4.1,183,Engineering & Construction ,Mumbai,13,944,14,53
iVenus,3.9,183,Retail ,Surat,22,351,9,20
HPM Chemicals & Fertilizers,4.4,183,Agro Chemicals ,New Delhi,32,428,6,1
Anu Industries,3.4,183,Packaging ,Gurgaon / Gurugram,14,731,8,--
Vinculum Solutions,3.0,183,IT Services & Consulting ,Noida,5,1.4k,14,6
Ishan Technologies,3.7,183,Internet ,Ahmedabad,35,698,16,15
Jasmin Infotech,3.9,183,Hardware & Networking ,Chennai,2,1.4k,14,--
Black & Veatch,4.1,183,Engineering & Construction ,Mumbai,13,944,14,53
Masu Brakes,3.6,183,Auto Components ,Bahadurgarh,7,750,12,--
UBI Services,3.7,183,,Mumbai,71,508,8,3
Videojet Technologies,3.8,183,Consumer Electronics & Appliances ,Mumbai,22,740,8,2
China State Construction Engineering Corporation,3.9,183,Engineering & Construction ,New Delhi,27,554,18,--
360 Degree Cloud Technologies,2.7,183,IT Services & Consulting ,Noida,11,1.4k,21,39
ContinuServe Softech India,3.3,183,BPO ,Bangalore / Bengaluru,3,1.1k,13,--
Extentia Information Technology,3.4,183,IT Services & Consulting ,Pune,3,1.4k,16,9
AONE OUTSOURCING SOLUTIONS,4.7,183,Financial Services ,Ghaziabad,7,278,15,--
ICT Service Management Solutions,3.6,183,IT Services & Consulting ,Bangalore / Bengaluru,10,640,3,1
Atidiv,2.9,183,IT Services & Consulting ,Pune,2,1.1k,16,19
Igarashi Motors,4.1,183,Auto Components ,Chennai,7,1k,9,--
Vijay Tanks & Vessels,4.0,183,Engineering & Construction ,Vadodara,20,697,9,1
Saudi Electricity Company,4.3,183,Power ,Riyadh,20,364,10,--
Qdigi Services,3.5,183,Recruitment ,Noida,42,545,10,1
Virohan,3.9,183,EdTech ,Gurgaon / Gurugram,11,554,24,10
VAYA Finserv,3.9,182,Financial Services ,Hyderabad / Secunderabad,46,482,11,--
TalentServe,2.0,182,Software Product ,Mumbai,8,122,24,9
Ganesh Grains,3.1,182,FMCG ,Kolkata,20,575,15,2
Kohler Power,4.2,182,Power ,Pune,13,951,10,--
Cadsys,3.5,182,IT Services & Consulting ,Hyderabad / Secunderabad,5,501,7,--
RJ Corp,4.2,182,Retail ,Gurgaon / Gurugram,37,547,7,6
Inchcape Shipping Services,3.4,182,Ports & Shipping ,Chennai,15,1.1k,22,23
Zeelab Pharmacy,3.6,182,Pharma ,New Delhi,20,473,22,5
MEDICO Healthcare Services & Technologies,3.2,182,Healthcare ,Hyderabad / Secunderabad,10,810,22,--
BajajSons,3.7,182,Automobile ,Ludhiana,9,842,9,--
Hy Gro Chemicals Pharmtek,3.7,182,Pharma ,Hyderabad / Secunderabad,8,654,9,--
Ramky Group,4.2,182,Engineering & Construction ,Hyderabad / Secunderabad,33,670,11,3
KPR Mill,3.6,182,Fashion & Textile ,Coimbatore,19,846,9,--
Skypro Technologies,3.4,182,IT Services & Consulting ,Bangalore / Bengaluru,33,675,14,--
Utkal Alumina International,4.1,182,Chemicals ,Rayagada,12,640,13,--
Walter Bushnell,3.3,182,Pharma ,Gurgaon / Gurugram,41,461,18,1
Forest Essentials,4.1,182,Retail ,New Delhi,37,719,14,3
CP Plus,3.8,182,,Tirupati,26,574,13,--
Fortis Memorial Research Institute,3.9,183,Clinical Research ,Gurgaon / Gurugram,6,755,4,--
Pin Click,3.1,182,Real Estate ,Bangalore / Bengaluru,6,460,12,17
Cotecna Inspection India,3.6,182,Analytics & KPO ,Mumbai,31,721,7,8
Linc,3.5,182,FMCG ,Kolkata,26,841,13,1
Logicon Facility Management,3.4,182,Facility Management Services ,Pune,14,731,12,--
OEN India,4.0,182,Auto Components ,Pune,12,883,15,--
Network Techlab,3.8,182,Hardware & Networking ,Mumbai,10,889,12,24
AGROCEL INDUSTRIES,4.3,182,Chemicals ,Bhuj,18,612,14,7
Stashfin,4.4,182,FinTech ,New Delhi,16,717,12,25
KC Overseas Education,3.7,183,EdTech ,Nagpur,26,892,15,10
Inchcape Shipping Services,3.4,182,Ports & Shipping ,Chennai,15,1.1k,22,23
CP Plus,3.8,182,,Tirupati,26,574,13,--
Biophore India Pharmaceuticals,3.0,182,,Hyderabad / Secunderabad,4,923,11,10
Forest Essentials,4.1,182,Retail ,New Delhi,37,719,14,3
Marque Impex,4.0,182,Import & Export ,Moradabad,5,631,11,--
HAL Offshore,4.2,182,Oil & Gas ,Mumbai,27,827,10,--
Radheya Machining,3.4,181,Industrial Machinery ,Pune,14,666,10,--
IILM,4.1,181,Education & Training ,Greater Noida,8,415,11,--
Exeltis,3.9,181,Pharma ,Mumbai,34,520,13,1
Wingreens Farms,4.1,181,Power ,Gurgaon / Gurugram,20,774,7,2
Sunera Technologies,3.6,181,IT Services & Consulting ,Hyderabad / Secunderabad,4,1.9k,25,--
Decimal Technologies,3.2,181,Software Product ,Gurgaon / Gurugram,9,1.6k,32,2
Rishabh Instruments Limited,3.7,181,Electronics Manufacturing ,Nashik,15,705,13,4
PagarBook,3.6,181,Software Product ,Bangalore / Bengaluru,24,739,12,10
PC Financial Services,4.0,181,Financial Services ,Gurgaon / Gurugram,4,600,11,1
UFO Moviez,3.1,181,Media & Entertainment ,Mumbai,31,841,9,7
Pothys,4.0,181,Fashion & Textile ,Chennai,18,658,11,6
Muthoot Money,3.8,181,Financial Services ,Hyderabad / Secunderabad,62,571,16,--
Rubamin,4.1,181,Chemicals ,Vadodara,6,947,15,--
Optimus Drugs,4.0,181,Pharma ,Hyderabad / Secunderabad,6,940,9,--
Savita Oil Technologies,4.2,181,Oil & Gas ,Mumbai,24,920,6,4
Fiat Chrysler Automobiles,3.4,181,Automobile ,Chennai,12,1.2k,7,2
Vialto Partners,3.0,182,Management Consulting ,Bangalore / Bengaluru,8,1.2k,27,30
NATIONAL SKILL DEVELOPMENT CORPORATION,3.5,181,Non-Profit ,New Delhi,46,862,22,--
Beyond Key,4.5,181,IT Services & Consulting ,Indore,4,578,18,19
IDBI Capital,3.8,181,Financial Services ,Mumbai,39,872,12,6
Taikisha Engineering India,4.0,181,Industrial Machinery ,Pune,13,1k,16,--
Green Gene Enviro Protection And Infrastructure,3.7,181,Waste Management ,Faridabad,24,532,9,--
Prione Business Services,4.4,180,Retail ,Bangalore / Bengaluru,25,892,6,--
Godrej Appliances,3.6,180,Consumer Electronics & Appliances ,Pune,43,641,8,--
Godrej Appliances,3.6,180,Consumer Electronics & Appliances ,Pune,43,641,8,--
Vinove Software & Services,3.1,180,IT Services & Consulting ,Noida,4,754,36,1
Third wave Coffee Roasters,3.7,181,Internet ,Bangalore / Bengaluru,10,704,17,--
NMIMS,3.8,180,Education & Training ,Mumbai,22,1.1k,22,--
S.S. Kothari Mehta & Co,3.5,180,Accounting & Auditing ,New Delhi,6,782,10,1
Kh Exports,3.8,180,Import & Export ,Chennai,7,810,8,--
Precision Camshafts,3.4,180,Auto Components ,Solapur,5,737,4,--
Incrementors Web Solutions,4.1,180,Financial Services ,New Delhi,3,177,25,--
Systopic Laboratories,4.4,180,Pharma ,New Delhi,47,346,4,3
NGK Spark Plugs,4.0,181,Auto Components ,Bawal,17,730,22,--
Mentorsity,4.5,180,EdTech ,New Delhi,11,52,10,--
Gulbrandsen,4.1,180,Chemicals ,Vadodara,11,1k,6,1
R-Logic Technology Services,4.0,181,IT Services & Consulting ,Bangalore / Bengaluru,8,548,11,--
Dhampur Sugar Mills,4.0,180,Agro Chemicals ,New Delhi,14,710,15,2
Fulcrum Digital,3.4,180,IT Services & Consulting ,Pune,5,1.2k,31,37
Elofic Industries,4.0,181,Auto Components ,Faridabad,17,721,10,--
HEPL - A Cavinkare Group Company,3.4,181,,Cuddalore,15,927,24,48
Dr Oetker,4.3,180,Food Processing ,New Delhi,29,765,12,--
WPIL,3.6,180,Building Material ,Kolkata,28,769,18,2
TransPerfect,3.3,180,Hardware & Networking ,Pune,6,1.1k,27,5
TransPerfect,3.3,180,Hardware & Networking ,Pune,6,1.1k,27,5
S&IB Services,3.7,180,Facility Management Services ,Kolkata,31,659,5,--
Battery Smart,3.4,180,Auto Components ,Gurgaon / Gurugram,20,674,15,24
Taggd,3.3,180,Recruitment ,Gurgaon / Gurugram,15,588,11,21
Puthur Infotech,3.7,180,IT Services & Consulting ,Bangalore / Bengaluru,46,672,6,12
Horiba India,3.5,180,,New Delhi,17,1k,8,--
Armstrong Robotics & Technologies Private Limited,3.9,180,Industrial Automation ,Nashik,7,779,25,1
Andhra Pradesh State Skill Development Corporation,4.0,179,Non-Profit ,Vijayawada,28,575,4,--
Simpa Energy,4.4,179,Power ,Noida,31,372,1,--
HeyCoach,4.1,179,Education & Training ,Bangalore / Bengaluru,6,173,25,6
Kalyan Toll Infrastructure,4.3,179,Engineering & Construction ,Indore,32,683,7,3
ASK-EHS Engineering & Consultants,3.5,179,Engineering & Construction ,Surat,30,602,12,5
Raheja Developers,3.1,180,Real Estate ,Gurgaon / Gurugram,5,754,6,10
Embio,3.8,179,Pharma ,Mahad,10,856,5,8
Azure Hospitality,4.1,179,Hospitality ,New Delhi,12,555,9,--
AYM Syntex,3.5,179,Fashion & Textile ,Silvassa / Dadra & Nagar Haveli,8,796,17,1
Bullmen Realty,3.1,179,Real Estate ,Noida,13,759,15,15
CGM ARIA Health Services,4.0,179,,Noida,3,371,20,6
Analytix Business Solutions,3.4,179,Analytics & KPO ,Ahmedabad,8,1k,23,28
Quest Global Technologies,3.7,179,IT Services & Consulting ,Bangalore / Bengaluru,14,1.6k,17,--
Advantage One Tax Consulting,4.1,179,Financial Services ,Hyderabad / Secunderabad,5,528,11,--
Laminaar Aviation Infotech,2.6,179,IT Services & Consulting ,Bangalore / Bengaluru,5,1.2k,17,29
OPG Mobility,3.4,180,,New Delhi,32,576,11,--
International Travel House,4.0,179,Hospitality ,New Delhi,18,652,5,--
Enpro Industries,4.2,179,Oil & Gas ,Pune,2,937,10,10
Heads Up For Tails,3.7,179,Retail ,New Delhi,18,819,16,16
Code Brew Labs,3.3,179,IT Services & Consulting ,Chandigarh,6,684,12,10
Rossari Biotech,3.9,179,Chemicals ,Mumbai,19,1.1k,8,1
NEARBY TECHNOLOGIES,3.9,179,Internet ,Mumbai,50,779,12,--
Anion Healthcare Services,3.9,179,Healthcare ,Hyderabad / Secunderabad,5,609,12,23
ILJIN AUTOMOTIVE,3.6,179,Automobile ,Chennai,12,748,11,--
Reserve Bank Information Technology,3.4,179,IT Services & Consulting ,Mumbai,7,1.5k,47,8
TATA MEDICAL CENTER,3.8,179,Healthcare ,Kolkata,4,574,14,10
Garware Hi-Tech Films,4.3,179,Packaging ,Aurangabad,8,945,6,--
Manika Plastech Private Limited,4.0,179,,Dehradun,16,484,13,2
SOS Children's Village,3.6,179,Non-Profit ,New Delhi,32,472,12,7
Childline India Foundation,4.2,178,Non-Profit ,Mumbai,64,398,6,--
E2logy Software Solutions,4.1,178,IT Services & Consulting ,Noida,2,218,9,2
Feedback Energy Distribution Company,3.5,178,Power ,Bhubaneswar,32,608,6,--
Cloudstrats Technologies,3.3,178,IT Services & Consulting ,Mumbai,12,352,17,3
Magicrete Building Solutions,3.8,178,Building Material ,Surat,24,769,20,5
C-quel Management Services,4.4,178,Accounting & Auditing ,Kolkata,14,213,13,1
Radhakrishna Foodland,3.8,178,Logistics ,Mumbai,28,679,8,--
Toppan Merrill,4.0,178,Financial Services ,Chennai,2,1.4k,20,18
InSync Analytics,2.5,179,Analytics & KPO ,Mumbai,5,1.2k,33,3
Food Corporation of India,4.2,178,Government ,New Delhi,62,669,15,--
Walstar Technologies,4.2,178,IT Services & Consulting ,Kolhapur,3,385,24,7
Ring Plus Aqua,4.1,178,Auto Components ,Nashik,7,688,11,--
Hyundai Engineering,4.0,178,Engineering & Construction ,Chennai,23,657,14,--
Li & Fung,4.0,178,Electrical Equipment ,Gurgaon / Gurugram,11,727,6,7
Mordor Intelligence,3.1,178,Analytics & KPO ,Hyderabad / Secunderabad,3,943,18,1
Ajax Engineering,4.0,178,Engineering & Construction ,Bangalore / Bengaluru,25,1.1k,5,3
UL Solutions,4.0,178,Other ,Bangalore / Bengaluru,8,703,12,9
Piramal Finance,4.0,179,NBFC ,Mumbai,77,722,19,--
OSI Digital,3.6,178,IT Services & Consulting ,Hyderabad / Secunderabad,4,2k,12,25
Hindustan PowerProjects,3.8,178,Power ,New Delhi,18,846,9,--
Sheth Creators,3.2,178,Real Estate ,Mumbai,4,760,8,1
Vnr Seeds,3.9,178,Agriculture ,Raipur,42,661,12,23
Talentica Software,4.1,178,IT Services & Consulting ,Pune,5,1.5k,52,8
MyCaptain,3.1,178,Internet ,Bangalore / Bengaluru,9,496,44,--
UL Solutions,4.0,178,Other ,Bangalore / Bengaluru,8,703,12,9
Ebixcash World Money,3.6,178,FinTech ,Mumbai,35,852,13,11
Aress Software and Education Technologies,2.7,178,IT Services & Consulting ,Nashik,3,1k,13,--
Aditya Anagha Multi State Credit Co-Operative Society,4.8,178,Banking ,Nagpur,28,106,5,--
FAIRWAY ENTERPRISES,3.8,178,Leather ,Krishnagiri,9,853,15,--
Laxmi Remote India,3.3,178,Pharma ,Noida,7,701,9,--
Pacific Development Corporation Limited (Pacific Group),3.6,178,Real Estate ,New Delhi,16,1k,18,1
Transaction Solutions International (India) Pvt Ltd,4.1,178,Financial Services ,Pune,19,662,20,--
John Crane Sealing Systems India,3.5,178,Industrial Machinery ,Bangalore / Bengaluru,5,1k,20,62
A3logics,3.6,177,IT Services & Consulting ,Jaipur,5,742,31,6
Gangar Eyenation,3.8,177,Retail ,Mumbai,22,538,11,17
L&T Infrastructure Development Projects,4.1,177,Engineering & Construction ,Chennai,40,1.2k,9,--
Chiripal Poly Films,4.1,177,Packaging ,Ahmedabad,9,1.1k,17,8
Sahyadri Industries,3.3,177,Building Material ,Pune,27,763,11,--
Heavy Engineering Corporation,3.7,177,Engineering & Construction ,Ranchi,8,708,11,--
Paytm Money,3.2,177,FinTech ,Bangalore / Bengaluru,23,1.2k,28,11
Neosym Industry,3.7,177,Auto Components ,Pune,9,695,11,--
Kroll,3.6,179,Financial Services ,Mumbai,7,1.2k,23,85
Kerakoll,4.2,177,Building Material ,Vadodara,40,607,16,--
Globus Spirits,3.8,177,Beverage ,New Delhi,25,852,11,--
Globus Spirits,3.8,177,Beverage ,New Delhi,25,852,11,--
Google Maps,4.8,177,Internet ,Hyderabad / Secunderabad,26,155,18,--
Shri Mahavir Ferro Alloys,3.6,178,Iron & Steel ,Rourkela,7,634,16,--
Wintax Solution,4.8,177,Recruitment ,Surat,61,29,4,--
Indo National Limited (Nippo),4.2,177,FMCG ,Chennai,44,596,8,--
Adcock Ingram,3.8,177,Pharma ,Bangalore / Bengaluru,12,823,11,--
Vishnu Chemicals,4.0,177,Chemicals ,Visakhapatnam,11,839,16,--
Manohar Filaments,3.7,177,Fashion & Textile ,New Delhi,12,875,10,9
Hurix Systems,3.6,177,Content Development ,Chennai,4,977,18,54
Heavy Engineering Corporation,3.7,177,Engineering & Construction ,Ranchi,8,708,11,--
Dollar Industries,3.5,177,Fashion & Textile ,Kolkata,31,747,11,--
Autoline Industries,3.6,177,Auto Components ,Pune,18,779,11,--
Talwalkars Better Value Fitness,4.2,177,Fitness & Wellness ,Mumbai,55,440,6,--
Bhansali Engineering Polymers,3.6,177,Petrochemicals ,Abu Road,12,707,13,5
Arrise Bpo Solutions,3.5,177,,Mumbai,47,564,6,6
Venus Home Appliances,4.0,177,Consumer Electronics & Appliances ,Chennai,30,619,12,12
Apex Hospital,3.8,177,Healthcare ,Jaipur,32,772,11,19
Cloud Analogy,3.6,177,IT Services & Consulting ,Noida,11,1.2k,59,--
Accurate Global Alliances,4.7,176,Recruitment ,Noida,7,60,10,--
Green Park Hotels,4.4,176,Hospitality ,Hyderabad / Secunderabad,14,653,2,4
Nutanix,3.7,176,Software Product ,Bangalore / Bengaluru,6,1.9k,79,69
GE Transportation,4.3,176,Industrial Machinery ,Bangalore / Bengaluru,12,946,4,92
Helmerich & Payne,3.8,176,,Bangalore / Bengaluru,12,1.7k,7,3
Epitome Components,3.4,177,Electrical Equipment ,Ahmednagar,9,793,13,1
Samkwang India Electronic,3.3,176,Electronics Manufacturing ,Greater Noida,9,762,15,--
Source One Management Services,3.6,176,IT Services & Consulting ,Bangalore / Bengaluru,10,748,20,--
Techahead Software,4.1,176,IT Services & Consulting ,Noida,7,756,22,20
Xrbia Developers,2.8,176,Real Estate ,Pune,7,892,8,--
Profinch Solutions,3.3,176,FinTech ,Bangalore / Bengaluru,6,1.4k,20,3
MSC Technology India,4.1,176,IT Services & Consulting ,Chennai,7,1.3k,32,17
Neogen Chemicals,3.8,176,Chemicals ,Bharuch,7,1.1k,15,4
Knest Manufacturers,3.7,176,Metals & Mining ,Pune,10,971,11,--
NexTurn,4.1,176,IT Services & Consulting ,Hyderabad / Secunderabad,3,240,36,12
Pearl Precision Products,4.1,176,Building Material ,Noida,25,605,6,1
EY-Parthenon,3.0,176,,Bangalore / Bengaluru,12,2k,21,--
HEUBACH Colour,3.8,176,Chemicals ,Ankleshwar,13,920,11,--
Cholayil Private Limited,4.1,176,FMCG ,Chennai,30,630,7,2
Pradan,3.7,176,Non-Profit ,New Delhi,54,416,17,1
Elin Electronics,3.9,176,,Ghaziabad,9,650,2,--
Hi-Tech,3.7,176,,New Delhi,55,1.2k,22,4
Ginni Filaments,3.9,176,Fashion & Textile ,Noida,14,743,5,--
LiquidHub,3.6,176,IT Services & Consulting ,Hyderabad / Secunderabad,8,855,13,--
Amrita Vishwa Vidyapeetham,3.9,176,Education & Training ,Coimbatore,12,1.1k,15,106
Tata Lockheed Martin Aerostructures,3.8,176,Defence & Aerospace ,Hyderabad / Secunderabad,6,891,14,--
Ribbon Communication,4.0,177,Hardware & Networking ,Bangalore / Bengaluru,10,1.1k,26,4
Accutest Research Laboratories,3.2,176,Clinical Research ,Mumbai,7,787,6,7
AlmaBetter,3.9,176,,Bangalore / Bengaluru,10,701,23,--
Matrix Cellular Services,3.9,175,Telecom ,New Delhi,20,498,2,--
Mark's,4.2,175,Telecom ,Gurgaon / Gurugram,33,27,9,--
Compuage Infocom,4.1,175,Hardware & Networking ,Mumbai,41,880,9,8
INFRES METHODEX,3.1,175,Industrial Automation ,New Delhi,40,589,5,--
Collage,4.1,175,Retail ,Hyderabad / Secunderabad,79,455,14,--
Nordusk Led,4.6,175,Electronics Manufacturing ,Kolkata,12,116,7,--
CR Asia,4.1,175,Oil & Gas ,Jamnagar,12,665,11,1
AIG,3.8,175,Insurance ,Bangalore / Bengaluru,13,1.2k,10,3
Embitel Technologies,3.9,175,IT Services & Consulting ,Bangalore / Bengaluru,4,1.9k,20,29
Hidesign,3.4,175,Retail ,Pondicherry / Puducherry,29,858,15,11
Dew Solutions,3.6,175,IT Services & Consulting ,Gurgaon / Gurugram,11,1.2k,23,9
Ayesa,4.1,176,IT Services & Consulting ,New Delhi,11,586,14,2
IG Petrochemicals,3.4,175,Chemicals ,Mumbai,11,980,10,2
Accurate Engineering Company,3.3,175,Industrial Machinery ,Pune,25,898,11,13
CIGNEX,3.9,175,IT Services & Consulting ,Bangalore / Bengaluru,10,1.3k,9,20
Ayesa,4.1,176,IT Services & Consulting ,New Delhi,11,586,14,2
Infiiloom,3.2,175,Fashion & Textile ,Pune,13,771,13,2
Vensure Employer Services,3.9,175,Recruitment ,Noida,4,175,33,41
Tirupati Medicare,4.3,175,Pharma ,Paonta Sahib,13,629,8,1
Janatics India,3.9,175,Industrial Automation ,Coimbatore,23,1.2k,9,3
Emami Frank Ross,3.6,175,Retail ,Kolkata,19,652,7,--
Jesons Industries,3.7,175,Chemicals ,Mumbai,13,1k,17,1
Pran Beverages India,3.6,176,Beverage ,Kolkata,47,633,13,--
Bharat Broadband Network,4.0,175,Telecom ,New Delhi,62,783,7,--
Hoonartek,3.6,175,IT Services & Consulting ,Pune,6,1.4k,15,2
Maharishi Markandeshwar University,3.5,175,Education & Training ,Ambala,10,525,11,--
Embassy Services,3.8,176,Facility Management Services ,Bangalore / Bengaluru,16,839,9,8
Sewa Grih Rin,3.3,175,NBFC ,New Delhi,48,747,4,--
Japfa Comfeed India Private Limited,3.8,175,Agriculture ,Pune,22,771,15,1
Paytm Payments Services,3.1,177,,Noida,66,411,6,1
Akkodis,3.1,175,IT Services & Consulting ,Bangalore / Bengaluru,9,922,20,8
Nordex India,3.8,175,Internet ,Chennai,15,1k,12,--
Travel Boutique Online,3.3,175,Travel & Tourism ,Gurgaon / Gurugram,14,1k,23,4
Paytm Payments Services,3.1,177,,Noida,66,411,6,1
Travel Boutique Online,3.3,175,Travel & Tourism ,Gurgaon / Gurugram,14,1k,23,4
ShopX,4.4,174,Internet ,Bangalore / Bengaluru,30,825,1,--
Central Institute of Plastics Engineering & Technology,3.8,174,Education & Training ,Chennai,35,654,4,--
VIS Networks,4.1,174,Telecom ,Bangalore / Bengaluru,18,1.1k,13,12
Crossword Bookstores,3.6,174,Retail ,Pune,29,509,6,1
Unilog Content Solutions ( P),3.3,174,Software Product ,Mysuru / Mysore,5,1.2k,17,9
ZingHR,3.1,174,IT Services & Consulting ,Mumbai,8,1.1k,21,--
Apps Associates,3.9,174,IT Services & Consulting ,Hyderabad / Secunderabad,6,1.4k,12,65
BookMyShow,3.8,174,Internet ,Mumbai,13,1.2k,27,9
Modern Business Solutions,3.9,174,Recruitment ,Mumbai,73,537,8,--
Lumiq,3.4,174,IT Services & Consulting ,Noida,4,759,14,4
BluSmart,3.6,174,Urban Transport ,Gurgaon / Gurugram,8,831,17,--
Repro India,3.6,174,FMCG ,Mumbai,15,821,10,1
Cogniter Technologies,3.4,174,IT Services & Consulting ,Hyderabad / Secunderabad,21,2.4k,20,26
EDR Continuous Information,2.8,174,IT Services & Consulting ,Chennai,2,780,10,--
Codeyoung,3.8,176,,Bangalore / Bengaluru,5,554,48,1
Wardwizard Innovations & Mobility,3.5,174,Automobile ,Vadodara,43,605,9,14
Reventics,3.9,174,Healthcare ,Hyderabad / Secunderabad,1,834,16,8
Apache Footwear,3.7,174,Fashion & Textile ,Nellore,10,630,14,--
Airtel Africa,2.8,174,Telecom ,Gurgaon / Gurugram,9,915,21,--
Wardwizard Innovations & Mobility,3.5,174,Automobile ,Vadodara,43,605,9,14
Codeyoung,3.8,176,,Bangalore / Bengaluru,5,554,48,1
Kumar Organic Products,3.6,174,Chemicals ,Bangalore / Bengaluru,15,813,15,10
SPRAY ENGINEERING DEVICES,4.3,174,Industrial Machinery ,Mohali,11,714,13,6
Apache Footwear,3.7,174,Fashion & Textile ,Nellore,10,630,14,--
Maharaja Agrasen Hospital,3.7,174,Healthcare ,New Delhi,13,696,9,12
Entertainment Network India,3.6,174,Media & Entertainment ,Mumbai,41,976,9,15
Cipla Industries,3.9,173,Pharma ,Mumbai,30,741,12,--
SPIE Oil & Gas Services,4.3,173,Oil & Gas ,Doha,19,273,9,--
Allahabad Bank,4.1,173,Banking ,Kolkata,54,332,2,--
Shaw Toyota,4.9,173,Automobile ,Pune,3,135,3,--
Massive Restaurants,4.2,173,Hospitality ,New Delhi,17,636,3,--
APOLLO POWER SYSTEMS,4.1,173,Electrical Equipment ,Bangalore / Bengaluru,8,554,15,6
Goibibo,4.4,173,Internet ,Gurgaon / Gurugram,19,869,6,34
OneCard,3.4,173,FinTech ,Pune,9,961,24,8
i-exceed technology solutions,2.9,173,FinTech ,Bangalore / Bengaluru,6,1.3k,38,21
Luthra Group Company,4.1,175,Waste Management ,Surat,16,780,19,12
DE Shaw,3.8,173,Software Product ,Hyderabad / Secunderabad,6,2.3k,126,1
Deep Industries,3.5,173,Oil & Gas ,Ahmedabad,24,884,16,2
